date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:42:34	9418/9418	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2014%20Jan%202020%2002:17:30%20GMT	http://commo.jfonlinecourse.com/lib/lightbox/js/lightbox.min.js	/home/v/websites/commo/commo.jfonlinecourse.com/lib/lightbox/js/lightbox.min.js	(from http://commo.jfonlinecourse.com/)
12:42:34	1552/1552	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2019%20Jan%202020%2005:42:33%20GMT	http://commo.jfonlinecourse.com/contactform/contactform.js	/home/v/websites/commo/commo.jfonlinecourse.com/contactform/contactform.js	(from http://commo.jfonlinecourse.com/)
12:42:36	3762/3762	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2014%20Jan%202020%2002:17:28%20GMT	http://commo.jfonlinecourse.com/js/main.js	/home/v/websites/commo/commo.jfonlinecourse.com/js/main.js	(from http://commo.jfonlinecourse.com/)
12:42:48	288988/288988	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202020%2002:17:28%20GMT	http://commo.jfonlinecourse.com/img/portfolio/card3.jpg	/home/v/websites/commo/commo.jfonlinecourse.com/img/portfolio/card3.jpg	(from http://commo.jfonlinecourse.com/)
12:42:54	295951/295951	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202020%2002:17:28%20GMT	http://commo.jfonlinecourse.com/img/portfolio/web1.jpg	/home/v/websites/commo/commo.jfonlinecourse.com/img/portfolio/web1.jpg	(from http://commo.jfonlinecourse.com/)
12:42:54	51/51	---MCZ	200	added ('OK')	text/plain	date:Sun,%2019%20Jan%202020%2005:42:35%20GMT	https://fonts.googleapis.com/robots.txt		(from http://commo.jfonlinecourse.com/)
12:42:55	16677/16677	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Jan%202020%2005:42:54%20GMT	http://commo.jfonlinecourse.com/services-post	/home/v/websites/commo/commo.jfonlinecourse.com/services-post.html	(from http://commo.jfonlinecourse.com/services)
12:42:58	4746/4746	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202020%2002:17:28%20GMT	http://commo.jfonlinecourse.com/img/brosur.jpg	/home/v/websites/commo/commo.jfonlinecourse.com/img/brosur.jpg	(from http://commo.jfonlinecourse.com/services)
12:42:58	1552/1552	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2019%20Jan%202020%2005:42:57%20GMT	http://commo.jfonlinecourse.com/mews	/home/v/websites/commo/commo.jfonlinecourse.com/mews.3b.delayed	(from http://commo.jfonlinecourse.com/news)
12:43:00	774/774	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2019%20Jan%202020%2005:42:59%20GMT	http://commo.jfonlinecourse.com/img/2.png	/home/v/websites/commo/commo.jfonlinecourse.com/img/2.png	(from http://commo.jfonlinecourse.com/)
12:43:00	774/774	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2019%20Jan%202020%2005:42:59%20GMT	http://commo.jfonlinecourse.com/img/w3.png	/home/v/websites/commo/commo.jfonlinecourse.com/img/w3.png	(from http://commo.jfonlinecourse.com/)
12:43:01	11362/11362	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202020%2002:17:28%20GMT	http://commo.jfonlinecourse.com/img/team.jpg	/home/v/websites/commo/commo.jfonlinecourse.com/img/team.jpg	(from http://commo.jfonlinecourse.com/news)
12:43:01	774/774	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2019%20Jan%202020%2005:43:00%20GMT	http://commo.jfonlinecourse.com/img/w4.png	/home/v/websites/commo/commo.jfonlinecourse.com/img/w4.png	(from http://commo.jfonlinecourse.com/)
12:43:01	774/774	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2019%20Jan%202020%2005:43:00%20GMT	http://commo.jfonlinecourse.com/img/bullet2.png	/home/v/websites/commo/commo.jfonlinecourse.com/img/bullet2.png	(from http://commo.jfonlinecourse.com/)
12:43:01	774/774	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2019%20Jan%202020%2005:43:01%20GMT	http://commo.jfonlinecourse.com/img/slice.png	/home/v/websites/commo/commo.jfonlinecourse.com/img/slice.png	(from http://commo.jfonlinecourse.com/)
12:43:04	774/774	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2019%20Jan%202020%2005:43:02%20GMT	http://commo.jfonlinecourse.com/img/client/3.png	/home/v/websites/commo/commo.jfonlinecourse.com/img/client/3.png	(from http://commo.jfonlinecourse.com/)
12:43:04	774/774	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2019%20Jan%202020%2005:43:02%20GMT	http://commo.jfonlinecourse.com/img/client/2.png	/home/v/websites/commo/commo.jfonlinecourse.com/img/client/2.png	(from http://commo.jfonlinecourse.com/)
12:43:04	774/774	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2019%20Jan%202020%2005:43:02%20GMT	http://commo.jfonlinecourse.com/img/client/4.png	/home/v/websites/commo/commo.jfonlinecourse.com/img/client/4.png	(from http://commo.jfonlinecourse.com/)
12:43:06	774/774	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2019%20Jan%202020%2005:43:05%20GMT	http://commo.jfonlinecourse.com/img/client/1.png	/home/v/websites/commo/commo.jfonlinecourse.com/img/client/1.png	(from http://commo.jfonlinecourse.com/)
12:43:06	774/774	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2019%20Jan%202020%2005:43:05%20GMT	http://commo.jfonlinecourse.com/img/portfolio/app1.jpg	/home/v/websites/commo/commo.jfonlinecourse.com/img/portfolio/app1.jpg	(from http://commo.jfonlinecourse.com/)
12:43:08	774/774	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2019%20Jan%202020%2005:43:06%20GMT	http://commo.jfonlinecourse.com/img/portfolio/web3.jpg	/home/v/websites/commo/commo.jfonlinecourse.com/img/portfolio/web3.jpg	(from http://commo.jfonlinecourse.com/)
12:43:17	212476/212476	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jan%202020%2002:17:28%20GMT	http://commo.jfonlinecourse.com/img/mockup.jpg	/home/v/websites/commo/commo.jfonlinecourse.com/img/mockup.jpg	(from http://commo.jfonlinecourse.com/services)
12:43:23	77160/77160	---M--	200	added ('OK')	font/woff2	date:Tue,%2014%20Jan%202020%2002:17:28%20GMT	http://commo.jfonlinecourse.com/lib/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	/home/v/websites/commo/commo.jfonlinecourse.com/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from http://commo.jfonlinecourse.com/lib/font-awesome/css/font-awesome.min.css)
12:43:33	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2014%20Jan%202020%2002:17:28%20GMT	http://commo.jfonlinecourse.com/lib/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	/home/v/websites/commo/commo.jfonlinecourse.com/lib/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from http://commo.jfonlinecourse.com/lib/font-awesome/css/font-awesome.min.css)
12:43:36	98024/98024	---M--	200	added ('OK')	font/woff	date:Tue,%2014%20Jan%202020%2002:17:28%20GMT	http://commo.jfonlinecourse.com/lib/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	/home/v/websites/commo/commo.jfonlinecourse.com/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from http://commo.jfonlinecourse.com/lib/font-awesome/css/font-awesome.min.css)
12:43:36	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2014%20Jan%202020%2002:17:28%20GMT	http://commo.jfonlinecourse.com/lib/font-awesome/fonts/fontawesome-webfont.eot?	/home/v/websites/commo/commo.jfonlinecourse.com/lib/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://commo.jfonlinecourse.com/lib/font-awesome/css/font-awesome.min.css)
12:43:38	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2014%20Jan%202020%2002:17:28%20GMT	http://commo.jfonlinecourse.com/lib/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	/home/v/websites/commo/commo.jfonlinecourse.com/lib/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from http://commo.jfonlinecourse.com/lib/font-awesome/css/font-awesome.min.css)
12:43:38	774/774	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2019%20Jan%202020%2005:43:36%20GMT	http://commo.jfonlinecourse.com/img/portfolio/app2.jpg	/home/v/websites/commo/commo.jfonlinecourse.com/img/portfolio/app2.jpg	(from http://commo.jfonlinecourse.com/)
12:43:38	774/774	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2019%20Jan%202020%2005:43:36%20GMT	http://commo.jfonlinecourse.com/img/portfolio/card2.jpg	/home/v/websites/commo/commo.jfonlinecourse.com/img/portfolio/card2.jpg	(from http://commo.jfonlinecourse.com/)
12:43:38	774/774	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2019%20Jan%202020%2005:43:38%20GMT	http://commo.jfonlinecourse.com/img/portfolio/app3.jpg	/home/v/websites/commo/commo.jfonlinecourse.com/img/portfolio/app3.jpg	(from http://commo.jfonlinecourse.com/)
12:43:40	774/774	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2019%20Jan%202020%2005:43:39%20GMT	http://commo.jfonlinecourse.com/img/portfolio/card1.jpg	/home/v/websites/commo/commo.jfonlinecourse.com/img/portfolio/card1.jpg	(from http://commo.jfonlinecourse.com/)
12:43:42	774/774	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2019%20Jan%202020%2005:43:40%20GMT	http://commo.jfonlinecourse.com/img/portfolio/card3.jpg	/home/v/websites/commo/commo.jfonlinecourse.com/img/portfolio/card3.jpg	(from http://commo.jfonlinecourse.com/)
12:43:42	774/774	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2019%20Jan%202020%2005:43:41%20GMT	http://commo.jfonlinecourse.com/img/portfolio/web1.jpg	/home/v/websites/commo/commo.jfonlinecourse.com/img/portfolio/web1.jpg	(from http://commo.jfonlinecourse.com/)
12:43:44	774/774	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2019%20Jan%202020%2005:43:43%20GMT	http://commo.jfonlinecourse.com/lib/jquery/jquery.min.js	/home/v/websites/commo/commo.jfonlinecourse.com/lib/jquery/jquery.min.js	(from http://commo.jfonlinecourse.com/)
12:43:52	165548/165548	---M--	200	added ('OK')	font/ttf	date:Tue,%2014%20Jan%202020%2002:17:28%20GMT	http://commo.jfonlinecourse.com/lib/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	/home/v/websites/commo/commo.jfonlinecourse.com/lib/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from http://commo.jfonlinecourse.com/lib/font-awesome/css/font-awesome.min.css)
12:43:56	333834/333834	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2014%20Jan%202020%2002:17:30%20GMT	http://commo.jfonlinecourse.com/lib/ionicons/fonts/ionicons.svg?v=2.0.0	/home/v/websites/commo/commo.jfonlinecourse.com/lib/ionicons/fonts/ionicons28b5.svg	(from http://commo.jfonlinecourse.com/lib/ionicons/css/ionicons.min.css)
12:43:58	774/774	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2019%20Jan%202020%2005:43:56%20GMT	http://commo.jfonlinecourse.com/lib/jquery/jquery-migrate.min.js	/home/v/websites/commo/commo.jfonlinecourse.com/lib/jquery/jquery-migrate.min.js	(from http://commo.jfonlinecourse.com/)
12:44:01	4976/4976	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Jan%202020%2002:17:30%20GMT	http://commo.jfonlinecourse.com/lib/owlcarousel/assets/owl.video.play.png	/home/v/websites/commo/commo.jfonlinecourse.com/lib/owlcarousel/assets/owl.video.play.png	(from http://commo.jfonlinecourse.com/lib/owlcarousel/assets/owl.carousel.min.css)
